source,author,title,description,url,urlToImage,publishedAt,content
"{'id': 'time', 'name': 'Time'}",Made by History / Jessica Hanser,Why Choosing the Right Historical Approach to the Israeli-Palestinian Conflict Matters,A proper understanding of the long history of the two peoples reveals their shared heritage and centuries of peaceful coexistence.,https://time.com/6588848/israeli-palestinian-conflict-historical-approach/,https://api.time.com/wp-content/uploads/2024/02/rockets.jpg?quality=85,2024-02-01T18:58:33Z,"In a recent podcast interview, Sally Abed, a Palestinian citizen of Israel and member of Standing Together, an organization working for peace between Israelis and Palestinians, explained, Our lives a… [+12329 chars]"
"{'id': 'time', 'name': 'Time'}",Astha Rajvanshi,India Is Walking a Diplomatic Tightrope in the Red Sea Conflict,"As tensions escalate in the Red Sea, India walks a diplomatic tightrope to balance its interests with Iran.",https://time.com/6622151/india-yemen-houthis-iran-red-sea/,https://api.time.com/wp-content/uploads/2024/02/GettyImages-1796941064.jpg?quality=85,2024-02-02T15:52:24Z,"Since December, Indian naval ships have acted as first responders to at least 17 incidents where pirates have hijacked vessels in the Red Sea. In the latest incident this past week, an Indian warship… [+4778 chars]"
"{'id': 'abc-news', 'name': 'ABC News'}",ABC NEWS,"Israel-Gaza live updates: Hamas has received proposed hostage deal, Qatar says",Live updates on the Israel-Hamas war.,https://abcnews.go.com/International/live-updates/israel-gaza-hamas-war-proposed-hostage-deal/?id=106938132,https://s.abcnews.com/images/International/israel-gaza-20-rt-gmh-240201_1706809691393_hpMain_16x9_1600.jpg,2024-02-05T05:43:42Z,"The latest outbreak of war between Israel and Hamas, the Palestinian militant group that governs the Gaza Strip, has reached the three-month mark.
In the Gaza Strip, at least 27,350 people have been… [+1110 chars]"
"{'id': 'abc-news', 'name': 'ABC News'}","Zoe Magee, Ruwaida Amer",Some Gazans say they're forced to use bird feed in place of flour,"The possibility of famine looms large across Gaza, humanitarian groups warn, especially in northern Gaza, where some there say they're using bird feed in place of flour.",https://abcnews.go.com/International/some-gazans-bird-feed-flour/story?id=106861383,https://i.abcnewsfe.com/a/ba2d0f20-bc2e-4324-96bd-b7d369873591/north-gaza-food-aid-ss-2-thg-240201_1706805180837_hpMain_2_16x9.jpg?w=1600,2024-02-01T18:20:22Z,"GAZA and LONDON -- The possibility of a ""full-fledged famine"" looms large across the entire Gaza Strip amid the Israel-Hamas war, humanitarian groups have warned -- but especially in northern Gaza, w… [+6090 chars]"
"{'id': 'abc-news', 'name': 'ABC News'}",Alexandra Hutzler,Biden's planned retaliatory strikes come with significant political risk: Experts,The death of 3 U.S. service members is forcing President Joe Biden to weigh military action that could carry risks of escalation and heavy political consequences.,https://abcnews.go.com/Politics/bidens-planned-retaliatory-strikes-middle-east-significant-political/story?id=106895901,https://i.abcnewsfe.com/a/c50cea35-b804-4edc-980c-2f1c7e29f900/biden-ap-5-thg-240202_1706881079749_hpMain_16x9.JPG?w=1600,2024-02-02T17:48:27Z,"As the U.S. readies retaliatory strikes after three American troops were killed in a drone attack by an Iran-backed militant group, President Joe Biden is facing a turning point in the Middle East co… [+7248 chars]"
"{'id': None, 'name': 'The Atlantic'}",Ahmed Fouad Alkhatib,It’s Not Too Late to Give Gaza a Better Future,"If the international community doesn’t want to see Hamas return to power in Gaza, it must act immediately.",https://www.theatlantic.com/ideas/archive/2024/02/hamas-survival-gaza-israel-war/677368/?utm_source=feed,,2024-02-07T14:34:15Z,"Four months after the October 7 massacre by Hamas, Israel says it is continuing to pursue the total defeat of the Islamist group, which has ruled the Gaza Strip for 17 years. At the same time, Israel… [+9466 chars]"
"{'id': None, 'name': 'The Atlantic'}",Hussein Ibish,Blinken’s Make-or-Break Tour of the Middle East,Whether Washington can de-escalate tensions will determine the future of its regional authority.,https://www.theatlantic.com/international/archive/2024/02/paris-proposals-blinken-us-diplomacy-middle-east/677374/?utm_source=feed,,2024-02-08T12:00:00Z,"The United States has probably never been under so much pressure to solve the problems of the Middle East. The war in Gaza threatens to spill across the region, and whether Washington can resolve, or… [+10118 chars]"
"{'id': 'bbc-news', 'name': 'BBC News'}",https://www.facebook.com/bbcnews,Houthis claim to have hit US merchant ship in Red Sea,"Meanwhile, the US has launched new air strikes in Yemen, targeting 10 drones reportedly being set up to launch.",https://www.bbc.co.uk/news/world-middle-east-68162927,https://ichef.bbci.co.uk/news/1024/branded_news/5176/production/_132345802_gettyimages-1935944934.jpg,2024-02-01T04:42:56Z,"The Houthi movement in Yemen says it has struck a US merchant ship in the Red Sea in a fresh attack targeting commercial shipping. 
It named the ship as the KOI, which it said was US-operated. 
Mar… [+2319 chars]"
"{'id': 'bbc-news', 'name': 'BBC News'}",https://www.facebook.com/bbcnews,Drone attack kills six Kurdish-led fighters at US base in east Syria,A Kurdish-led force blamed Iran-backed militias for the strike on a training centre in Deir al-Zour.,https://www.bbc.co.uk/news/world-middle-east-68209007,https://ichef.bbci.co.uk/news/1024/branded_news/CDC3/production/_132557625_gettyimages-1645171616.jpg,2024-02-05T17:33:05Z,"A drone attack on the largest US military base in Syria has killed at least six allied Kurdish-led fighters.
The Syrian Democratic Forces (SDF) said its commando academy at the al-Omar oil field in … [+2626 chars]"
"{'id': None, 'name': 'Nature.com'}","Josie Glausiusz, Nature magazine","As Israel Floods Gaza's Tunnels with Seawater, Scientists Worry about Aquifer Contamination","The Israel Defense Forces has confirmed it is dumping seawater into the web of tunnels beneath Gaza, which scientists say may contaminate the aquifer that supplies most of Gaza’s water",https://www.nature.com/articles/d41586-024-00320-4#Echobox=1707121386,https://static.scientificamerican.com/sciam/cache/file/D4B80817-8B99-4A75-BA56FC3FDB1D50C6_source.jpeg?w=1200,2024-02-05T21:15:00Z,"Israel’s military has begun injecting “high-flow” seawater into Hamas-built tunnels beneath the Gaza Strip as part of its attempt to “neutralize terrorist infrastructures.”
On 30 January, the Israel… [+6556 chars]"
"{'id': None, 'name': 'Yahoo Entertainment'}",Reuters,"US Senate unveils $118 billion bipartisan bill to tighten border security, aid Ukraine and Israel",WASHINGTON (Reuters) -The U.S. Senate on Sunday unveiled a $118 billion bipartisan border security bill that would also provide aid to Ukraine and Israel...,https://ca.news.yahoo.com/us-senate-unveils-118-billion-234453049.html,https://media.zenfs.com/en/reuters.com/a53a49cab33a96f7903c78449cd54aa1,2024-02-04T23:44:53Z,"WASHINGTON (Reuters) -The U.S. Senate on Sunday unveiled a $118 billion bipartisan border security bill that would also provide aid to Ukraine and Israel following months of negotiations, but the mea… [+3244 chars]"
"{'id': None, 'name': 'MarketWatch'}",William Watts,Brent crude tiptoes toward $80 a barrel as Middle East worries lift oil prices,Oil futures attempt to build on recent upside momentum,https://www.marketwatch.com/story/brent-crude-tiptoes-toward-80-a-barrel-as-middle-east-worries-lift-oil-prices-1b5ef82c,https://images.mktw.net/im-286978/social,2024-02-08T11:38:00Z,"Oil futures rose early Thursday, with Brent crude edging back up toward the $80-a-barrel threshold after Israel rejected a Hamas offer for a cease-fire and return of hostages held in the Gaza Strip.O… [+1246 chars]"
"{'id': None, 'name': 'Vox'}",Joshua Keating,"All the tangled conflicts in the Middle East, explained","All the tangled conflicts in the Middle East, explained. Who’s on whose side?",https://www.vox.com/world-politics/2024/2/6/24062589/middle-east-conflicts-explained-israel-hamas-iran,https://cdn.vox-cdn.com/thumbor/1lAahuM1Dq2KUBCBNIzWCoJaUWQ=/0x470:6658x3956/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/25268764/1976449808.jpg,2024-02-06T11:00:00Z,"A member of the Iraqi’s Popular Mobilization Forces (Hashed al-Shaabi) stands guard during the funeral of the 16 members killed in US airstrikes on February 4 in Baghdad, Iraq. | Ameer Al-Mohammedawi… [+17186 chars]"
"{'id': 'politico', 'name': 'Politico'}",Associated Press,Israel issues most detailed warning yet to Hezbollah,"“We do not choose war as our first priority, but we are certainly prepared,” military spokesperson Daniel Hagari said.",https://www.politico.com/news/2024/02/04/israel-issues-most-detailed-warning-yet-to-hezbollah-00139484,https://static.politico.com/e3/33/b67c1fbe44ad97d11b56c80a8d77/israel-lebanon-prepping-for-the-worst-74633.jpg,2024-02-04T12:33:15Z,"Efforts to close wide gaps between Israel and Hamas in pursuit of a cease-fire continued in the region where concerns about a wider war with Iran-allied groups remain. A top Hamas official, Osama Ham… [+4939 chars]"
"{'id': 'politico', 'name': 'Politico'}",Katherine Long,"2-state solution remains key to ending Israel-Hamas war, Sullivan says","""That’s what we’re going to keep working for,” the national security adviser said.",https://www.politico.com/news/2024/02/04/israel-hamas-war-sullivan-00139503,https://static.politico.com/09/1f/1a98a54c4738a3d6dfcb8ed0ece0/israel-palestinians-59968.jpg,2024-02-04T17:00:30Z,"Sullivan appeared on multiple Sunday shows discussing, among other things, U.S. involvement in negotiations with Israel.
The president has put his shoulder to the wheel on this. He has spoken to the… [+1696 chars]"
"{'id': 'politico', 'name': 'Politico'}",Associated Press,Far-right Israel minister suggests Trump would be better for Israel than Biden,Other Israeli leaders condemned Itamar Ben-Gvir's remarks.,https://www.politico.com/news/2024/02/04/far-right-israel-minister-suggests-trump-would-be-better-for-israel-than-biden-00139522,https://static.politico.com/e2/73/82df06c7465ca921a1be982b88e3/israel-palestinians-21629.jpg,2024-02-04T23:37:00Z,"Instead of giving us his full backing, Biden is busy with giving humanitarian aid and fuel (to Gaza), which goes to Hamas, Ben-Gvir said. If Trump was in power, the U.S. conduct would be completely d… [+4252 chars]"
"{'id': 'politico', 'name': 'Politico'}",Associated Press,"Netanyahu rejects Hamas cease-fire demands, vows to fight until ‘absolute victory’",The prime minister made the comments shortly after meeting the visiting Secretary of State Antony Blinken.,https://www.politico.com/news/2024/02/07/netanyahu-hamas-cease-fire-demands-00140182,https://static.politico.com/26/67/a0a4140f4d37a8ef9dd552afcb13/israel-france-61892.jpg,2024-02-07T19:19:43Z,"Surrendering to Hamas delusional demands that we heard now not only wont lead to freeing the captives, it will just invite another massacre, Netanyahu said in a nationally televised evening news conf… [+2513 chars]"
"{'id': 'politico', 'name': 'Politico'}",Nahal Toosi and Alexander Ward,Biden imposes sanctions on violent West Bank settlers in reprimand to Israel,The administration aims to improve relations between Israelis and Palestinians even as it staunchly backs Israel's retaliation against Hamas in Gaza.,https://www.politico.com/news/2024/02/01/biden-executive-order-israeli-settlers-00139065,https://static.politico.com/b1/5f/8d44a2bc487da92529000e5ae6d0/biden-prayer-breakfast-11292.jpg,2024-02-01T17:15:26Z,"The designated individuals property held in American financial institutions will be frozen and blocked, the officials stated, while foreign nationals will be prohibited from making payments or provid… [+5049 chars]"
"{'id': 'politico', 'name': 'Politico'}",Associated Press,Qatar gets ‘positive’ response from Hamas on cease-fire plan,"Qatar, which has long mediated with Hamas, has been working with the U.S. and Egypt to broker a cease-fire",https://www.politico.com/news/2024/02/06/qatar-hamas-cease-fire-00139967,https://static.politico.com/79/fd/20770c8145ec9ae6d6dc3096187b/qatar-us-blinken-93515.jpg,2024-02-06T22:17:50Z,"Qatar, which has long mediated with Hamas, has been working with the U.S. and Egypt to broker a cease-fire that would involve a halt in fighting for several weeks and the release of the over 100 host… [+3960 chars]"
"{'id': 'politico', 'name': 'Politico'}",Associated Press,Michigan city ramps up security after op-ed calls it ‘America’s jihad capital’,The move is in response to a Wall Street Journal opinion piece.,https://www.politico.com/news/2024/02/04/dearborn-michigan-security-america-jihad-capital-00139555,https://static.politico.com/99/1c/385c1a314ff78d97d672ed3f7058/dearborn-security-07355.jpg,2024-02-05T03:25:03Z,"Steven Stalinsky, executive director of the Middle East Media Research Institute, who authored the opinion piece in the Wall Street Journal, said in an interview with The Associated Press that he wan… [+1110 chars]"
"{'id': 'politico', 'name': 'Politico'}",Melanie Mason,A pro-Israel super PAC is wading into the fierce fight for Katie Porter’s seat,The race for California’s 47th district has become a magnet for outside money.,https://www.politico.com/news/2024/02/05/pro-israel-super-pac-california-house-election-00139786,https://static.politico.com/ca/73/ce2814c549bfa03809349261102e/california-gun-shows-45881.jpg,2024-02-06T02:39:38Z,"The mail piece from United Democracy Project echoes Weiss campaign in slamming Min for his drunk driving arrest last spring. The groups television ad has not been released.
This is the groups first … [+2004 chars]"
"{'id': 'politico', 'name': 'Politico'}",Kierra Frazier,Republicans knock House GOP leadership after 2 failed votes,"“Getting rid of Speaker McCarthy has officially turned into an unmitigated disaster,” Rep. Thomas Massie said.",https://www.politico.com/news/2024/02/07/johnson-mccarthy-house-votes-00140100,https://static.politico.com/d9/a7/f597d94e4d82a7816d5c13b9dc7c/house-rules-committee-meeting-on-fiscal-responsibility-act-82292.jpg,2024-02-07T15:33:14Z,"Minutes after the impeachment vote failed, the measure to aid Israel in its war against Hamas went down 250-180. Nearly four dozen Democrats voted yes while more than a dozen Republicans opposed the … [+773 chars]"
"{'id': 'politico', 'name': 'Politico'}",Lara Korte,"Baseball star Steve Garvey raises $600,000 in California Senate race",It’s an underwhelming haul for the Republican candidate compared to his Democratic competitors.,https://www.politico.com/news/2024/01/31/baseball-garvey-california-senate-00138979,https://static.politico.com/be/2d/538ddbaa4b29ae2eaf0faabc9906/election-2024-senate-california-76849.jpg,2024-02-01T02:56:11Z,"He faces three formidable Democratic challengers: Reps. Adam Schiff, Katie Porter and Barbara Lee. Garvey is highlighting his status as a political outsider, but all three of his opponents are polish… [+1115 chars]"
"{'id': 'politico', 'name': 'Politico'}",Adam Cancryn,Biden courts Michigan’s union voters amid tension with state’s Arab Americans,"Fresh off UAW endorsement, Biden balances a volatile Middle East crisis while tending to the demands of a diverse set of voters.",https://www.politico.com/news/2024/02/01/biden-michigan-union-00139122,https://static.politico.com/2e/4e/5df8eff04da5ad3d54c328200dcf/https-delivery-gettyimages.com/downloads/1971226840,2024-02-01T23:13:16Z,"Yet, even as Biden sought to turn the UAWs backing into an early show of strength among Michigans working class, signs all around him reflected that his broader standing within the state remains on s… [+6743 chars]"
"{'id': 'politico', 'name': 'Politico'}",Nicholas Wu,The Squad at a crossroads,"Members of Congress’ young progressive bloc are now grappling with one career-threatening problem or another, including personal controversies, criminal investigations and serious primary challenges.",https://www.politico.com/news/2024/02/04/squad-at-a-crossroads-00139318,https://static.politico.com/1f/53/4f8adb4543279fa3f2b4b263dc8c/election-2024-congress-democrats-52027.jpg,2024-02-04T12:00:00Z,"Reps. Ilhan Omar (D-Minn.), Jamaal Bowman (D-N.Y.), Cori Bush (D-Mo.) and Summer Lee (D-Pa.) are all facing competitive primaries and all except Bowman outraised their challengers last quarter, accor… [+6853 chars]"
"{'id': None, 'name': 'Rolling Stone'}",Nikkimccannramirez,OnlyFans Owner Pledged $11 Million to Israel Lobby: Report,"OnlyFans owner Leonid Radvinsky denies pledging millions to the pro-Israel lobby, despite appearing on internal AIPAC documents obtained by The Lever",http://www.rollingstone.com/politics/politics-news/onlyfans-owner-leonid-radvinsky-11-million-aipac-1234958976/,https://www.rollingstone.com/wp-content/uploads/2024/02/OnlyFans-and-AIPAC.jpg?crop=0px%2C155px%2C1800px%2C1014px&resize=1600%2C900,2024-02-01T17:46:59Z,"OnlyFans’ billionaire owner, Leonid Radvinsky, and his wife reportedly pledged $11 million to the powerhouse pro-Israel lobby American Israel Public Affairs Committee, or AIPAC, last year, according … [+3035 chars]"
"{'id': None, 'name': 'Quartz India'}",Laura Bratton,McDonald’s struggles from war in the Middle East won’t slow down its massive global expansion,"McDonald’s bumpy end to last year—and the additional turbulence it expects in 2024—won’t slow down its plans to reach 50,000 restaurants globally by 2027, a company spokesperson told Quartz on Monday (Feb. 5).Read more...",https://qz.com/mcdonalds-fast-food-middle-east-war-israel-hamas-1851225292,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/da61705f9bb227f531c6c2bf82124c81.jpg",2024-02-05T15:39:00Z,"McDonalds bumpy end to last yearand the additional turbulence it expects in 2024wont slow down its plans to reach 50,000 restaurants globally by 2027, a company spokesperson told Quartz on Monday (Fe… [+2319 chars]"
"{'id': None, 'name': 'Quartz India'}",Dennis Lee,"Starbucks' growth is cooling, and competition is heating up","It’s impossible to deny that Starbucks is a powerhouse. It consistently sees the second highest annual sales out of any fast food chain in America, only behind McDonald’s, and it is often the top Googled brand in the food and beverage category. But Restaurant…",https://qz.com/starbucks-growth-dutch-bros-competition-coffee-2023-1851217342,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/ba8a44b18feda1f2bac60cdefbd9efe8.jpg",2024-02-01T19:35:00Z,"Its impossible to deny that Starbucks is a powerhouse. It consistently sees the second highest annual sales out of any fast food chain in America, only behind McDonalds, and it is often the top Googl… [+2185 chars]"
"{'id': None, 'name': 'Quartz India'}",Susan Howson, When will interest rates come down?,"Good morning, Quartz readers!Read more...",https://qz.com/emails/daily-brief/1851214563/fed-interest-rates-unchanged-when-will-they-come-down,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/33ba7ef87e0cdd9a2645f865a95d9649.jpg",2024-02-01T11:00:00Z,"Good morning, Quartz readers!
Heres what you need to know
The Federal Reserve left rates how they already were. At yesterdays meeting, the rates remained unchangedbut you can consult these projecti… [+4208 chars]"
"{'id': None, 'name': 'The Intercept'}",Ryan Grim,Republicans Move to One-Up Biden and Permanently Defund UNRWA,"The bill defunding the U.N. agency that distributes humanitarian aid to Palestinian refugees could be on the House floor in under two weeks.
The post Republicans Move to One-Up Biden and Permanently Defund UNRWA appeared first on The Intercept.",http://theintercept.com/2024/02/02/republicans-defund-unrwa-israel-palestine-refugees/,https://theintercept.com/wp-content/uploads/2024/02/GettyImages-1959960809-unrwa.jpg?fit=2500%2C1250&w=1200&h=800,2024-02-02T19:32:02Z,"The House Foreign Affairs Committee is moving forward next week with legislation to permanently defund UNRWA, or the United Nations Relief and Works Agency for Palestine Refugees, the primary vehicle… [+2512 chars]"
"{'id': None, 'name': 'The Intercept'}",Prem Thakker,Israel Has Killed Nearly 900 Palestinians Since ICJ Order to Prevent Acts of Genocide,"Buoyed by the staying support of American officials, Israeli forces have continued to commit atrocities in Gaza.
The post Israel Has Killed Nearly 900 Palestinians Since ICJ Order to Prevent Acts of Genocide appeared first on The Intercept.",http://theintercept.com/2024/02/02/israel-gaza-icj-palestinian-deaths/,https://theintercept.com/wp-content/uploads/2024/02/AP24030475667963-grave-rafah-israel-palestine-conflict.jpg?fit=2500%2C1250&w=1200&h=800,2024-02-02T16:45:44Z,"In the week since the International Court of Justice ruled that the Israeli government is plausibly committing genocide and ordered it to prevent potential further acts of genocide, Israeli forces ha… [+7509 chars]"
"{'id': None, 'name': 'The Intercept'}",Connor Echols,Northwestern Students Face Criminal Charges for Pro-Palestine College Newspaper Parody,"Publishers of the school newspaper notified police. Now the students, charged under an obscure anti-KKK law, face a year in jail.
The post Northwestern Students Face Criminal Charges for Pro-Palestine College Newspaper Parody appeared first on The Intercept.",http://theintercept.com/2024/02/05/northwestern-criminal-charges-palestine-newspaper-israel/,https://theintercept.com/wp-content/uploads/2024/02/AP23272224392633-northwestern-university.jpg?fit=2430%2C1215&w=1200&h=800,2024-02-05T21:40:00Z,"Students at Northwestern
 University, in the Chicago suburbs, woke up on October 25 to face an unexpected allegation. Northwestern complicit in genocide of Palestinians, declared the schools venerab… [+8837 chars]"
"{'id': None, 'name': 'The Intercept'}","Akela Lacy, Rashmee Kumar",Summer Lee's Primary Opponent Wants Pro-Israel and Hindu Supporters to Take Down the Squad,"At a closed-door fundraiser, Bhavini Patel told donors she was strategizing to get Republicans to vote against Lee in the Democratic primary.
The post Summer Lee’s Primary Opponent Wants Pro-Israel and Hindu Supporters to Take Down the Squad appeared first on…",http://theintercept.com/2024/02/01/summer-lee-primary-bhavini-patel-republican/,https://theintercept.com/wp-content/uploads/2024/01/GettyImages-1255925270.jpg?fit=3993%2C1997&w=1200&h=800,2024-02-01T16:27:01Z,"The leading challenger
 to progressive Rep. Summer Lee, D-Pa., said her campaign was encouraging independents and Republicans to re-register as Democrats so that they can vote against Lee in the pri… [+7524 chars]"
"{'id': None, 'name': 'The New York Review of Books'}",David S. Reynolds,‘A Fiendish Fascination’,"Antisemitism has appeared in many times and places—and, as David Anthony shows in his informative, unsettling Sensationalism and the Jew in Antebellum American Literature, in many genres. Anthony has unearthed hostile portraits of Jews in various realms of US…",https://www.nybooks.com/articles/2024/02/22/a-fiendish-fascination-antebellum-jews/,https://www.nybooks.com/wp-content/uploads/2024/01/reynolds_1-022224-900.jpg,2024-02-01T13:00:00Z,"Antisemitism has appeared in many times and places—and, as David Anthony shows in his informative, unsettling Sensationalism and the Jew in Antebellum American Literature, in many genres. Anthony has… [+17787 chars]"
"{'id': 'al-jazeera-english', 'name': 'Al Jazeera English'}",Al Jazeera,Blinken in Israel to try to seal Gaza truce deal,The US official arrives as reports suggest optimism over efforts to bring the war to a halt is fading.,https://www.aljazeera.com/news/2024/2/7/blinken-in-israel-to-try-to-seal-gaza-truce-deal,https://www.aljazeera.com/wp-content/uploads/2024/02/AP24035778982701-1707175942.jpg?resize=1920%2C1440,2024-02-07T08:54:19Z,"United States Secretary of State Antony Blinken has arrived in Israel as he seeks to seal a truce deal to bring the war in Gaza to a halt.
Following meetings the previous day in Egypt and Qatar, bot… [+5331 chars]"
"{'id': 'al-jazeera-english', 'name': 'Al Jazeera English'}",Al Jazeera,Blinken arrives in Egypt on regional crisis tour pushing Gaza truce deal,Top US diplomat begins yet another Middle East tour seeking to push through truce deal amid Israel's war on Gaza.,https://www.aljazeera.com/news/2024/2/6/blinken-arrives-in-egypt-amid-regional-crisis-tour,https://www.aljazeera.com/wp-content/uploads/2024/01/34BE4YJ-Preview-1704801138.jpg?resize=1200%2C630,2024-02-06T13:07:37Z,"United States Secretary of State Antony Blinken has arrived in Egypt on his fifth regional tour since October last year, aimed at paving the way for an agreement between Israel and Hamas as the war i… [+5455 chars]"
"{'id': 'al-jazeera-english', 'name': 'Al Jazeera English'}",Alasdair Soussi,Ukrainian refugees divided on Israel’s war on Gaza but feel for civilians,"While some who have fled Russia's invasion side with Israel, others say the conflict is more complex than they thought.",https://www.aljazeera.com/news/2024/2/2/ukrainian-refugees-divided-on-israels-war-on-gaza-but-feel-for-civilians,https://www.aljazeera.com/wp-content/uploads/2024/02/Olena-1706867436.jpg?resize=1920%2C1440,2024-02-02T11:06:12Z,"Glasgow, United Kingdom  Civilians have been bombed, killed and injured in their thousands. Infrastructure has been shelled and millions displaced.
Today, these images of conflict evoke Gaza, but 12… [+5609 chars]"
"{'id': 'al-jazeera-english', 'name': 'Al Jazeera English'}",Al Jazeera,"Israel’s war on Gaza: List of key events, day 122",The US Senate has proposed military funding to Israel as Gaza reels from the non-stop bombardment.,https://www.aljazeera.com/news/2024/2/5/israels-war-on-gaza-list-of-key-events-day-122,https://www.aljazeera.com/wp-content/uploads/2024/02/AP24035686224209-1707118147.jpg?resize=1200%2C630,2024-02-05T08:43:26Z,"Heres how things stand on Monday, February 5, 2024:
Humanitarian crisis in Gaza
<ul><li>At least 234 Palestinians have been killed and 343 injured in Gaza between February 2 and 4, the UN humanitar… [+2213 chars]"
"{'id': 'al-jazeera-english', 'name': 'Al Jazeera English'}",Al Jazeera,Blinken says ‘a lot of work’ remains on Israel-Hamas truce talks,US secretary of state meets Israeli officials as Prime Minister Benjamin Netanyahu appears to reject Hamas plan.,https://www.aljazeera.com/news/2024/2/7/blinken-says-a-lot-of-work-remains-on-israel-hamas-truce-talks,https://www.aljazeera.com/wp-content/uploads/2024/02/AP24038507287598-1707326202.jpg?resize=1920%2C1440,2024-02-07T18:37:30Z,US Secretary of State Antony Blinken has said a lot of work remained to secure a deal on an extended truce in Israels war on Gaza and a captive-prisoner exchange after the Palestinian group Hamas res… [+4774 chars]
"{'id': 'al-jazeera-english', 'name': 'Al Jazeera English'}",Al Jazeera,Turkey arrests seven suspected of selling information to Israel’s Mossad,Turkey has warned Israel of 'serious consequences' if it tries to hunt down Hamas members inside its borders.,https://www.aljazeera.com/news/2024/2/2/turkey-arrests-seven-suspected-of-selling-information-to-israels-mossad,https://www.aljazeera.com/wp-content/uploads/2024/02/2024-01-28T123234Z_1558294042_RC20R5A1BIDS_RTRMADP_3_TURKEY-SECURITY-CHURCH-1706872465.jpg?resize=1920%2C1440,2024-02-02T12:50:01Z,"Police in Turkey have arrested seven people on suspicion of selling information to Israels Mossad intelligence agency related to tracking and monitoring local targets.
The suspects were taken into c… [+1950 chars]"
"{'id': 'al-jazeera-english', 'name': 'Al Jazeera English'}",Al Jazeera,"Israel’s war on Gaza: List of key events, day 123","Aid trucks waiting to bring food into Gaza were hit by Israeli gunfire, humanitarian workers say.",https://www.aljazeera.com/news/2024/2/6/israels-war-on-gaza-list-of-key-events-day-123,https://www.aljazeera.com/wp-content/uploads/2024/02/AFP__20240205__34HQ6CU__v7__HighRes__TopshotPalestinianIsraelConflict-1-1707188414.jpg?resize=1920%2C1440,2024-02-06T08:01:27Z,"Heres how things stand on Tuesday, February 6, 2024:
Humanitarian crisis in Gaza
<ul><li>At least 27,478 people have been killed and 66,835 wounded in Israeli attacks on Gaza since October 7.</li><… [+3306 chars]"
"{'id': 'al-jazeera-english', 'name': 'Al Jazeera English'}",Al Jazeera,"Israel’s war on Gaza: List of key events, day 121","Officials say at least 92 people have been killed overnight in Israeli attacks, including on a kindergarten in Rafah.",https://www.aljazeera.com/news/2024/2/4/israels-war-on-gaza-list-of-key-events-day-121,https://www.aljazeera.com/wp-content/uploads/2024/02/AFP__20240203__34HH7FK__v2__HighRes__PalestinianIsraelConflict-1706995408.jpg?resize=1920%2C1440,2024-02-04T07:20:34Z,"Heres how things stand on Sunday, February 4, 2024:
Humanitarian crisis in Gaza
<ul><li>At least 92 people were killed overnight in the besieged strips southern city of Rafah, where displaced Pales… [+2465 chars]"
"{'id': 'al-jazeera-english', 'name': 'Al Jazeera English'}",Al Jazeera,Qatar says Hamas response to truce proposal ‘generally positive’,"On visit to Qatar, top US diplomat Antony Blinken says Hamas's response to a truce proposal has been shared with Israel.",https://www.aljazeera.com/news/2024/2/6/qatar-says-hamas-response-to-truce-proposal-generally-positive,https://www.aljazeera.com/wp-content/uploads/2024/02/2024-02-06T154628Z_1707274408_RC23X5AOG94D_RTRMADP_3_ISRAEL-PALESTINIANS-BLINKEN-QATAR-1707244732.jpg?resize=1920%2C1440,2024-02-06T19:56:54Z,"Mediator Qatar says Hamas has given a generally positive response to a proposed truce deal with Israel, as the Palestinian group reiterated its demand for an end to the Israeli assault on Gaza.
Duri… [+5609 chars]"
"{'id': 'al-jazeera-english', 'name': 'Al Jazeera English'}",Al Jazeera,"US, UK launch new wave of strikes on Yemen’s Houthis amid Gaza war","The new wave of attacks comes as Houthis continue to target Israel-linked ships, demanding end to war in Gaza.",https://www.aljazeera.com/news/2024/2/4/us-uk-launch-new-wave-of-strikes-on-yemens-houthis-amid-gaza-war,https://www.aljazeera.com/wp-content/uploads/2024/01/2024-01-26T140443Z_261297087_RC2PP5ANKQDM_RTRMADP_3_ISRAEL-PALESTINIANS-YEMEN-PROTESTS-1706536172.jpg?resize=1920%2C1440,2024-02-04T10:33:10Z,"The United States and the United Kingdom have carried out strikes on Houthi-controlled positions in Yemen in a new wave of attacks against the Iran-aligned Yemeni group, which has been targeting US a… [+5318 chars]"
"{'id': 'al-jazeera-english', 'name': 'Al Jazeera English'}",Vidya Krishnan,Western coverage of Gaza: A textbook case of coloniser’s journalism,Israel's war on Gaza has exposed the true nature and purpose of Western media.,https://www.aljazeera.com/opinions/2024/2/2/western-coverage-of-gaza-a-textbook-case-of-colonisers-journalism,https://www.aljazeera.com/wp-content/uploads/2024/01/AFP__20240130__34H97PV__v1__HighRes__PalestinianIsraelConflict-1706673087.jpg?resize=1920%2C1440,2024-02-02T11:26:45Z,"If you have been following Western media to try to make sense of the heartbreaking images and stories coming out of Gaza during Israels invasion, you are bound to be disappointed.
Since the beginnin… [+9289 chars]"
